transaction_id,timestamp,day_of_week,is_weekend,hour,total_amount,num_items,payment_method
409,2024-09-08 16:43:06,Sunday,0,16,15.25,4,Card
410,2024-11-05 13:12:28,Tuesday,0,13,8.5,1,Cash
411,2024-07-10 16:32:50,Wednesday,1,16,2.75,1,Card
412,2024-10-18 07:12:56,Friday,0,7,17.5,3,Mobile Pay
413,2024-04-11 09:52:29,Thursday,0,9,6.0,2,Card
414,2024-09-07 12:11:55,Saturday,0,12,4.0,1,Card
415,2024-12-18 09:01:24,Wednesday,1,9,15.5,4,Card
416,2024-07-28 11:55:49,Sunday,0,11,14.5,4,Cash
417,2024-05-09 12:19:45,Thursday,0,12,15.75,4,Card
418,2024-06-03 13:52:39,Monday,0,13,3.0,1,Card
419,2024-07-10 12:38:38,Wednesday,0,12,3.0,1,Card
420,2024-05-21 13:55:17,Tuesday,0,13,3.25,1,Mobile Pay
421,2024-04-06 10:48:15,Saturday,1,10,15.0,3,Cash
422,2024-12-01 13:18:16,Sunday,1,13,6.75,2,Mobile Pay
423,2024-06-24 15:14:43,Monday,1,15,12.75,3,Cash
424,2024-10-12 08:06:30,Saturday,0,8,4.5,1,Cash
425,2024-12-14 16:41:05,Saturday,0,16,4.0,1,Mobile Pay
426,2024-06-18 12:37:18,Tuesday,1,12,2.5,1,Cash
427,2024-11-13 08:56:12,Wednesday,0,8,9.5,2,Card
428,2024-03-18 10:12:21,Monday,1,10,11.5,2,Card
429,2024-02-11 11:40:11,Sunday,0,11,2.5,1,Card
430,2024-03-27 12:10:31,Wednesday,0,12,6.5,2,Card
431,2024-07-25 10:30:24,Thursday,0,10,4.0,1,Cash
432,2024-06-13 14:33:12,Thursday,0,14,2.5,1,Cash
433,2024-12-21 16:19:08,Saturday,0,16,2.75,1,Card
434,2024-01-24 11:18:29,Wednesday,1,11,9.5,2,Mobile Pay
435,2024-09-07 10:12:10,Saturday,0,10,15.75,3,Cash
436,2024-04-18 14:37:32,Thursday,0,14,4.0,1,Cash
437,2024-07-11 17:16:49,Thursday,1,17,8.0,1,Cash
438,2024-01-11 09:07:26,Thursday,1,9,4.5,1,Cash
439,2024-12-21 13:00:19,Saturday,0,13,3.0,1,Card
440,2024-11-06 13:26:53,Wednesday,0,13,12.25,3,Cash
441,2024-04-11 12:49:16,Thursday,0,12,16.75,3,Card
442,2024-09-11 17:44:59,Wednesday,0,17,4.5,1,Card
443,2024-02-26 15:42:31,Monday,0,15,3.0,1,Card
444,2024-05-11 13:29:18,Saturday,0,13,2.5,1,Cash
445,2024-05-28 11:43:20,Tuesday,1,11,5.5,1,Mobile Pay
446,2024-03-11 13:10:21,Monday,0,13,4.5,1,Cash
447,2024-07-09 16:11:07,Tuesday,1,16,26.25,5,Cash
448,2024-03-08 13:03:54,Friday,0,13,4.75,1,Card
449,2024-12-13 11:39:24,Friday,0,11,10.5,2,Mobile Pay
450,2024-09-04 17:07:56,Wednesday,0,17,2.5,1,Card
451,2024-01-07 15:43:33,Sunday,1,15,10.75,2,Cash
452,2024-09-22 13:44:39,Sunday,1,13,11.5,3,Card
453,2024-11-09 09:41:59,Saturday,1,9,13.5,3,Card
454,2024-06-18 18:03:32,Tuesday,0,18,3.0,1,Card
455,2024-02-10 11:51:36,Saturday,0,11,5.5,1,Card
456,2024-09-11 14:01:06,Wednesday,0,14,2.5,1,Card
457,2024-11-05 18:40:19,Tuesday,0,18,10.25,3,Card
458,2024-04-24 16:21:35,Wednesday,1,16,7.25,2,Card
459,2024-12-03 09:21:22,Tuesday,0,9,17.5,3,Cash
460,2024-03-25 11:52:45,Monday,0,11,9.25,2,Card
461,2024-07-20 10:52:50,Saturday,1,10,3.5,1,Card
462,2024-12-10 12:49:57,Tuesday,0,12,3.0,1,Mobile Pay
463,2024-09-12 08:47:03,Thursday,1,8,10.5,2,Cash
464,2024-12-20 13:46:52,Friday,1,13,9.0,2,Card
465,2024-08-02 19:58:44,Friday,0,19,13.5,2,Mobile Pay
466,2024-03-09 08:38:44,Saturday,0,8,15.25,3,Card
467,2024-11-19 09:13:39,Tuesday,0,9,10.0,2,Card
468,2024-11-28 19:11:32,Thursday,1,19,6.75,2,Card
469,2024-10-19 17:45:26,Saturday,0,17,11.0,2,Mobile Pay
470,2024-01-07 13:01:24,Sunday,1,13,11.25,3,Card
471,2024-03-15 15:44:50,Friday,0,15,3.25,1,Card
472,2024-02-22 12:43:47,Thursday,0,12,7.0,2,Card
473,2024-12-22 09:42:03,Sunday,0,9,21.75,3,Card
474,2024-01-28 06:16:12,Sunday,0,6,9.0,2,Cash
475,2024-12-26 13:23:48,Thursday,0,13,7.25,2,Cash
476,2024-05-30 11:43:04,Thursday,0,11,4.0,1,Card
477,2024-01-21 10:35:16,Sunday,0,10,3.5,1,Card
478,2024-08-26 13:09:02,Monday,0,13,4.5,1,Card
479,2024-11-11 16:19:31,Monday,1,16,5.75,2,Card
480,2024-09-23 07:32:10,Monday,0,7,4.0,1,Card
481,2024-04-19 13:21:23,Friday,0,13,9.0,1,Cash
482,2024-10-14 16:41:00,Monday,1,16,4.5,1,Cash
483,2024-05-04 18:43:56,Saturday,0,18,7.0,1,Mobile Pay
484,2024-05-11 12:18:01,Saturday,0,12,21.0,3,Card
485,2024-05-31 16:12:20,Friday,0,16,13.0,2,Mobile Pay
486,2024-09-30 06:04:13,Monday,0,6,9.0,2,Card
487,2024-04-15 12:44:56,Monday,0,12,18.75,4,Card
488,2024-06-18 07:04:03,Tuesday,0,7,4.5,1,Card
489,2024-05-12 10:28:40,Sunday,0,10,4.5,1,Card
490,2024-09-30 06:46:39,Monday,0,6,3.25,1,Card
491,2024-07-02 17:06:18,Tuesday,0,17,7.5,2,Cash
492,2024-07-14 10:42:01,Sunday,0,10,4.0,1,Card
493,2024-10-06 09:40:09,Sunday,0,9,5.5,1,Mobile Pay
494,2024-07-10 18:00:35,Wednesday,0,18,8.25,3,Card
495,2024-02-13 09:47:47,Tuesday,0,9,11.75,3,Card
496,2024-04-04 10:53:16,Thursday,1,10,8.5,1,Mobile Pay
497,2024-08-24 13:04:18,Saturday,0,13,8.5,2,Card
498,2024-07-01 08:41:15,Monday,0,8,5.0,1,Mobile Pay
499,2024-09-05 11:39:42,Thursday,0,11,3.5,1,Card
500,2024-06-10 18:10:00,Monday,0,18,3.5,1,Cash
501,2024-08-11 11:23:08,Sunday,1,11,4.5,1,Card
502,2024-09-06 12:11:41,Friday,0,12,14.0,2,Card
503,2024-04-10 09:56:40,Wednesday,0,9,2.5,1,Card
504,2024-11-19 07:37:37,Tuesday,0,7,3.5,1,Mobile Pay
505,2024-05-13 12:34:30,Monday,0,12,7.75,2,Mobile Pay
506,2024-05-28 08:32:32,Tuesday,0,8,4.0,1,Card
507,2024-11-10 13:48:32,Sunday,0,13,4.0,1,Card
508,2024-12-03 16:09:47,Tuesday,0,16,11.5,2,Cash
509,2024-02-02 11:14:02,Friday,1,11,8.25,2,Mobile Pay
510,2024-01-21 19:20:06,Sunday,0,19,12.5,2,Cash
511,2024-10-23 12:11:24,Wednesday,0,12,7.0,2,Cash
512,2024-05-08 12:58:14,Wednesday,1,12,8.25,2,Card
513,2024-01-04 11:08:28,Thursday,0,11,2.5,1,Cash
514,2024-03-17 08:23:38,Sunday,0,8,7.5,2,Cash
515,2024-09-03 13:30:13,Tuesday,0,13,7.75,2,Card
516,2024-10-20 12:08:40,Sunday,0,12,8.5,2,Card
517,2024-09-21 18:38:36,Saturday,0,18,8.75,2,Cash
518,2024-04-20 11:30:55,Saturday,0,11,4.0,1,Card
519,2024-10-25 15:11:39,Friday,0,15,7.75,2,Card
520,2024-11-01 12:14:24,Friday,0,12,3.0,1,Card
521,2024-12-16 12:09:38,Monday,1,12,7.5,2,Cash
522,2024-03-01 09:42:08,Friday,1,9,11.5,2,Cash
523,2024-09-24 10:55:02,Tuesday,0,10,13.75,2,Card
524,2024-06-28 13:47:58,Friday,1,13,10.5,3,Card
525,2024-05-25 12:34:26,Saturday,0,12,2.5,1,Cash
526,2024-10-22 12:33:00,Tuesday,0,12,4.0,1,Cash
527,2024-07-04 10:27:41,Thursday,1,10,4.0,1,Card
528,2024-05-21 20:25:48,Tuesday,1,20,6.75,2,Card
529,2024-05-09 19:36:22,Thursday,0,19,7.75,2,Mobile Pay
530,2024-04-27 11:44:10,Saturday,0,11,2.75,1,Cash
531,2024-11-10 13:45:03,Sunday,0,13,9.0,1,Card
532,2024-03-15 11:38:27,Friday,0,11,4.5,1,Card
533,2024-01-20 14:59:25,Saturday,0,14,7.25,2,Card
534,2024-11-23 13:00:12,Saturday,1,13,14.25,4,Cash
535,2024-03-27 14:23:15,Wednesday,1,14,20.0,5,Card
536,2024-12-26 07:05:35,Thursday,0,7,8.5,1,Mobile Pay
537,2024-06-26 18:17:14,Wednesday,0,18,13.0,2,Card
538,2024-03-30 10:06:35,Saturday,0,10,4.5,1,Mobile Pay
539,2024-05-11 16:52:50,Saturday,0,16,12.0,2,Card
540,2024-06-22 19:29:43,Saturday,1,19,5.5,2,Card
541,2024-04-22 13:14:51,Monday,0,13,9.0,1,Card
542,2024-12-24 15:15:18,Tuesday,0,15,3.0,1,Cash
543,2024-10-10 17:30:20,Thursday,0,17,7.0,1,Card
544,2024-04-07 13:12:15,Sunday,1,13,17.5,4,Card
545,2024-03-02 18:43:42,Saturday,1,18,5.5,1,Mobile Pay
546,2024-07-09 12:31:57,Tuesday,0,12,23.25,4,Mobile Pay
547,2024-07-22 09:36:08,Monday,0,9,8.5,1,Card
548,2024-01-17 11:25:55,Wednesday,0,11,12.0,2,Cash
549,2024-06-10 13:00:43,Monday,0,13,3.5,1,Card
550,2024-05-12 10:16:15,Sunday,1,10,20.75,5,Card
551,2024-05-23 11:36:08,Thursday,0,11,23.25,4,Card
552,2024-04-10 10:47:09,Wednesday,1,10,4.75,1,Card
553,2024-09-21 12:20:50,Saturday,0,12,4.5,1,Mobile Pay
554,2024-07-22 08:10:03,Monday,0,8,4.5,1,Cash
555,2024-08-18 14:16:23,Sunday,0,14,2.75,1,Cash
556,2024-01-11 10:22:55,Thursday,0,10,8.5,2,Cash
557,2024-03-30 19:18:22,Saturday,0,19,2.75,1,Cash
558,2024-02-10 10:18:29,Saturday,0,10,7.0,2,Cash
559,2024-08-03 13:36:25,Saturday,0,13,10.5,3,Card
560,2024-12-29 09:41:25,Sunday,0,9,4.5,1,Mobile Pay
561,2024-10-27 12:28:26,Sunday,0,12,5.5,1,Card
562,2024-12-04 09:47:44,Wednesday,0,9,8.75,2,Card
563,2024-10-07 07:49:25,Monday,0,7,11.0,2,Cash
564,2024-12-01 17:24:19,Sunday,0,17,3.25,1,Card
565,2024-03-08 12:10:01,Friday,0,12,4.0,1,Mobile Pay
566,2024-08-27 19:34:59,Tuesday,1,19,11.0,2,Card
567,2024-08-21 13:40:56,Wednesday,0,13,7.0,2,Card
568,2024-09-03 12:51:05,Tuesday,0,12,4.0,1,Card
569,2024-01-06 06:52:48,Saturday,0,6,11.0,3,Mobile Pay
570,2024-06-02 08:27:51,Sunday,1,8,2.5,1,Card
571,2024-10-14 11:15:10,Monday,0,11,11.5,2,Card
572,2024-08-04 14:33:48,Sunday,1,14,7.5,2,Cash
573,2024-05-17 12:54:04,Friday,1,12,3.0,1,Cash
574,2024-12-24 14:12:20,Tuesday,1,14,4.0,1,Card
575,2024-05-24 09:45:28,Friday,0,9,7.5,2,Card
576,2024-08-03 09:51:31,Saturday,0,9,20.5,4,Mobile Pay
577,2024-05-16 14:04:34,Thursday,0,14,4.0,1,Cash
578,2024-01-07 10:49:45,Sunday,1,10,10.25,3,Card
579,2024-09-23 14:13:30,Monday,1,14,23.5,5,Card
580,2024-11-22 09:23:56,Friday,0,9,3.0,1,Mobile Pay
581,2024-11-20 11:00:10,Wednesday,0,11,8.25,2,Card
582,2024-10-24 14:30:44,Thursday,0,14,7.0,2,Card
583,2024-12-17 12:59:48,Tuesday,0,12,5.5,2,Cash
584,2024-03-05 12:20:35,Tuesday,1,12,17.0,3,Cash
585,2024-03-09 09:02:31,Saturday,0,9,6.75,2,Card
586,2024-04-05 12:20:46,Friday,0,12,5.5,1,Card
587,2024-03-23 07:09:28,Saturday,0,7,4.5,1,Card
588,2024-11-22 11:46:11,Friday,0,11,14.0,3,Card
589,2024-12-03 18:52:24,Tuesday,0,18,3.0,1,Cash
590,2024-11-09 09:26:41,Saturday,0,9,3.0,1,Cash
591,2024-03-07 08:02:12,Thursday,0,8,4.0,1,Card
592,2024-07-17 14:33:39,Wednesday,1,14,4.0,1,Cash
593,2024-01-07 17:13:41,Sunday,0,17,5.5,1,Card
594,2024-02-01 11:47:56,Thursday,1,11,11.75,2,Card
595,2024-02-06 16:04:13,Tuesday,1,16,3.25,1,Card
596,2024-04-08 13:15:36,Monday,1,13,3.25,1,Card
597,2024-11-22 13:43:29,Friday,1,13,6.5,2,Card
598,2024-06-21 14:34:38,Friday,1,14,12.5,2,Card
599,2024-07-30 14:27:52,Tuesday,0,14,7.75,2,Card
600,2024-05-10 10:28:28,Friday,0,10,12.0,4,Card
601,2024-01-04 09:14:13,Thursday,0,9,14.0,3,Card
602,2024-09-18 12:59:36,Wednesday,0,12,2.5,1,Card
603,2024-05-15 10:37:15,Wednesday,0,10,8.5,1,Card
604,2024-10-18 17:46:04,Friday,0,17,7.5,2,Cash
605,2024-12-25 12:58:06,Wednesday,0,12,7.75,2,Card
606,2024-01-29 18:21:22,Monday,1,18,12.0,2,Cash
607,2024-11-04 18:40:49,Monday,1,18,4.0,1,Card
608,2024-03-17 09:44:14,Sunday,0,9,3.0,1,Mobile Pay
609,2024-10-31 12:05:14,Thursday,0,12,3.5,1,Card
610,2024-02-12 11:47:03,Monday,0,11,9.25,2,Card
611,2024-03-07 14:30:35,Thursday,0,14,4.75,1,Card
612,2024-11-11 20:33:15,Monday,0,20,4.5,1,Card
613,2024-10-21 08:42:26,Monday,0,8,4.0,1,Card
614,2024-12-01 07:19:10,Sunday,0,7,20.5,4,Card
615,2024-04-12 13:09:48,Friday,0,13,6.25,2,Card
616,2024-03-16 16:52:18,Saturday,0,16,3.0,1,Card
617,2024-08-29 08:13:47,Thursday,1,8,4.0,1,Card
618,2024-11-14 14:09:44,Thursday,0,14,6.0,2,Cash
619,2024-05-10 08:18:12,Friday,0,8,7.5,2,Cash
620,2024-02-04 10:17:42,Sunday,0,10,11.0,3,Mobile Pay
621,2024-07-16 09:24:32,Tuesday,0,9,17.0,4,Card
622,2024-08-22 12:45:01,Thursday,0,12,7.0,1,Card
623,2024-07-20 15:01:22,Saturday,1,15,12.5,2,Mobile Pay
624,2024-02-01 13:56:24,Thursday,0,13,13.75,3,Card
625,2024-06-23 16:42:08,Sunday,0,16,4.0,1,Mobile Pay
626,2024-11-16 14:26:15,Saturday,1,14,9.5,2,Card
627,2024-04-15 13:37:34,Monday,0,13,7.0,2,Cash
628,2024-03-10 10:58:49,Sunday,0,10,9.0,1,Mobile Pay
629,2024-02-04 12:46:07,Sunday,0,12,8.5,1,Card
630,2024-06-12 16:26:26,Wednesday,0,16,3.25,1,Cash
631,2024-05-20 08:12:06,Monday,0,8,2.5,1,Mobile Pay
632,2024-05-16 12:39:14,Thursday,0,12,7.0,2,Card
633,2024-03-09 13:38:30,Saturday,1,13,8.25,2,Card
634,2024-04-25 07:48:00,Thursday,0,7,16.0,3,Card
635,2024-02-03 10:28:55,Saturday,1,10,15.75,3,Cash
636,2024-07-13 13:25:39,Saturday,0,13,9.75,3,Cash
637,2024-09-23 10:29:52,Monday,1,10,19.0,4,Card
638,2024-01-26 08:28:25,Friday,0,8,12.0,3,Card
639,2024-12-19 13:09:29,Thursday,1,13,6.25,2,Cash
640,2024-10-06 10:26:20,Sunday,1,10,3.5,1,Cash
641,2024-08-20 09:20:44,Tuesday,1,9,10.25,3,Cash
642,2024-07-04 08:45:24,Thursday,0,8,13.0,2,Card
643,2024-07-13 07:10:58,Saturday,0,7,5.5,1,Mobile Pay
644,2024-03-15 10:45:03,Friday,1,10,3.5,1,Card
645,2024-04-02 10:08:12,Tuesday,1,10,8.0,3,Cash
646,2024-09-09 09:37:42,Monday,0,9,4.75,1,Card
647,2024-01-04 11:35:17,Thursday,1,11,11.0,2,Card
648,2024-06-27 09:54:02,Thursday,1,9,14.0,3,Card
649,2024-03-23 13:39:42,Saturday,0,13,7.0,2,Card
650,2024-10-23 10:02:05,Wednesday,0,10,11.5,2,Cash
651,2024-10-08 07:30:08,Tuesday,0,7,5.5,1,Card
652,2024-09-25 09:13:39,Wednesday,0,9,2.75,1,Mobile Pay
653,2024-02-14 11:44:38,Wednesday,0,11,17.5,3,Card
654,2024-10-21 20:22:59,Monday,0,20,2.75,1,Card
655,2024-09-11 11:11:56,Wednesday,0,11,11.25,2,Card
656,2024-08-26 14:07:47,Monday,1,14,16.75,3,Card
657,2024-04-18 06:12:44,Thursday,0,6,3.5,1,Card
658,2024-10-08 09:00:07,Tuesday,0,9,7.25,2,Cash
659,2024-03-30 08:53:21,Saturday,0,8,11.5,3,Card
660,2024-11-17 11:55:34,Sunday,0,11,22.0,3,Card
661,2024-06-02 12:43:20,Sunday,0,12,6.0,2,Card
662,2024-02-03 19:17:53,Saturday,1,19,24.5,5,Mobile Pay
663,2024-12-27 16:45:02,Friday,0,16,3.0,1,Mobile Pay
664,2024-08-19 15:19:13,Monday,0,15,8.0,2,Card
665,2024-02-17 12:01:51,Saturday,1,12,11.0,2,Cash
666,2024-06-07 14:09:49,Friday,0,14,20.5,3,Card
667,2024-08-23 10:55:33,Friday,0,10,4.5,1,Card
668,2024-02-14 09:56:02,Wednesday,0,9,3.5,1,Cash
669,2024-10-22 14:40:57,Tuesday,0,14,4.0,1,Card
670,2024-06-12 15:42:07,Wednesday,1,15,3.0,1,Mobile Pay
671,2024-09-20 10:34:22,Friday,1,10,9.0,1,Cash
672,2024-05-05 10:19:39,Sunday,1,10,5.0,2,Mobile Pay
673,2024-02-24 10:05:27,Saturday,0,10,3.25,1,Mobile Pay
674,2024-12-19 13:39:22,Thursday,0,13,8.5,1,Cash
675,2024-09-30 08:59:48,Monday,0,8,5.75,2,Cash
676,2024-08-27 08:19:43,Tuesday,0,8,8.0,2,Mobile Pay
677,2024-11-11 09:23:25,Monday,0,9,7.0,1,Card
678,2024-08-20 12:04:30,Tuesday,1,12,13.0,2,Card
679,2024-03-06 11:25:52,Wednesday,0,11,5.75,2,Card
680,2024-09-29 11:37:26,Sunday,0,11,4.5,1,Card
681,2024-07-15 07:13:52,Monday,0,7,12.5,2,Card
682,2024-10-05 13:11:42,Saturday,0,13,6.5,2,Cash
683,2024-10-30 12:20:35,Wednesday,0,12,4.5,1,Card
684,2024-02-05 12:43:52,Monday,0,12,13.0,2,Cash
685,2024-02-16 09:08:56,Friday,0,9,12.0,2,Cash
686,2024-03-17 11:18:24,Sunday,0,11,8.5,2,Mobile Pay
687,2024-10-18 16:43:19,Friday,1,16,21.75,4,Cash
688,2024-07-25 15:54:18,Thursday,0,15,7.0,1,Mobile Pay
689,2024-12-26 12:22:07,Thursday,0,12,13.25,3,Card
690,2024-12-30 10:24:27,Monday,0,10,7.5,2,Card
691,2024-07-03 15:09:18,Wednesday,0,15,11.0,4,Cash
692,2024-12-02 11:08:05,Monday,0,11,8.5,1,Mobile Pay
693,2024-11-05 18:39:11,Tuesday,1,18,12.5,2,Card
694,2024-11-05 06:31:54,Tuesday,0,6,7.75,2,Mobile Pay
695,2024-07-06 07:02:36,Saturday,0,7,4.0,1,Card
696,2024-02-10 08:46:33,Saturday,0,8,18.5,4,Mobile Pay
697,2024-05-05 11:47:42,Sunday,0,11,13.5,4,Card
698,2024-09-30 14:30:29,Monday,0,14,7.75,2,Card
699,2024-05-28 08:44:59,Tuesday,0,8,8.0,2,Card
700,2024-08-30 12:36:03,Friday,0,12,7.75,2,Card
701,2024-02-12 08:04:54,Monday,0,8,9.5,2,Card
702,2024-01-08 15:38:11,Monday,1,15,11.0,3,Cash
703,2024-09-05 08:33:55,Thursday,0,8,8.0,1,Mobile Pay
704,2024-03-19 15:48:26,Tuesday,0,15,9.0,2,Cash
705,2024-10-22 14:22:03,Tuesday,0,14,6.5,2,Card
706,2024-08-31 09:47:48,Saturday,0,9,12.25,3,Card
707,2024-08-10 08:59:51,Saturday,1,8,14.5,3,Mobile Pay
708,2024-06-30 18:27:39,Sunday,0,18,14.0,3,Card
709,2024-10-26 12:49:43,Saturday,1,12,11.5,3,Cash
710,2024-06-09 12:43:00,Sunday,0,12,8.5,3,Card
711,2024-05-25 09:02:01,Saturday,0,9,6.0,2,Mobile Pay
712,2024-11-02 14:45:07,Saturday,1,14,7.5,2,Cash
713,2024-02-26 13:16:18,Monday,0,13,9.0,1,Cash
714,2024-08-06 13:42:49,Tuesday,0,13,8.0,2,Card
715,2024-07-14 10:03:16,Sunday,0,10,20.75,4,Cash
716,2024-11-26 11:09:34,Tuesday,0,11,7.0,2,Mobile Pay
717,2024-02-22 09:04:36,Thursday,1,9,8.25,3,Card
718,2024-12-06 12:09:44,Friday,1,12,5.75,2,Cash
719,2024-08-11 12:46:49,Sunday,1,12,4.0,1,Card
720,2024-09-03 08:34:59,Tuesday,0,8,19.0,4,Cash
721,2024-09-30 16:21:05,Monday,1,16,11.25,3,Mobile Pay
722,2024-04-07 09:24:57,Sunday,0,9,3.0,1,Card
723,2024-08-12 14:08:02,Monday,0,14,3.25,1,Card
724,2024-07-18 09:34:41,Thursday,1,9,13.0,2,Mobile Pay
725,2024-06-22 07:50:46,Saturday,0,7,3.0,1,Cash
726,2024-09-24 12:43:55,Tuesday,1,12,3.5,1,Mobile Pay
727,2024-03-13 11:01:30,Wednesday,0,11,12.5,3,Card
728,2024-01-26 16:52:50,Friday,0,16,5.0,1,Cash
729,2024-02-24 08:38:51,Saturday,0,8,6.5,2,Card
730,2024-07-24 09:43:36,Wednesday,0,9,13.5,2,Card
731,2024-10-30 08:04:07,Wednesday,0,8,3.5,1,Card
732,2024-10-10 08:15:59,Thursday,0,8,6.5,2,Cash
733,2024-03-21 07:31:05,Thursday,0,7,4.0,1,Card
734,2024-10-30 16:26:44,Wednesday,0,16,10.5,3,Cash
735,2024-08-18 10:11:39,Sunday,0,10,6.75,2,Cash
736,2024-11-17 15:19:22,Sunday,0,15,2.75,1,Card
737,2024-02-18 14:55:48,Sunday,1,14,9.5,2,Card
738,2024-04-09 10:09:43,Tuesday,1,10,16.25,4,Card
739,2024-08-10 09:39:51,Saturday,0,9,10.0,3,Card
740,2024-01-15 11:07:04,Monday,0,11,11.25,3,Card
741,2024-06-15 09:07:20,Saturday,0,9,4.5,1,Card
742,2024-07-11 16:04:30,Thursday,0,16,7.0,2,Card
743,2024-08-20 08:23:08,Tuesday,0,8,4.0,1,Card
744,2024-04-13 11:02:44,Saturday,1,11,3.0,1,Card
745,2024-03-28 14:14:56,Thursday,0,14,4.0,1,Cash
746,2024-03-28 13:35:54,Thursday,1,13,9.5,2,Card
747,2024-08-24 09:46:27,Saturday,0,9,9.0,2,Card
748,2024-03-17 17:57:00,Sunday,0,17,2.5,1,Mobile Pay
749,2024-01-18 12:25:30,Thursday,1,12,8.25,3,Cash
750,2024-07-27 17:08:22,Saturday,0,17,3.0,1,Card
751,2024-12-08 09:45:29,Sunday,0,9,10.25,3,Cash
752,2024-07-26 08:55:23,Friday,0,8,5.75,2,Cash
753,2024-12-19 09:02:18,Thursday,0,9,4.5,1,Mobile Pay
754,2024-10-21 15:50:43,Monday,0,15,5.5,1,Cash
755,2024-09-20 17:43:23,Friday,0,17,12.0,3,Card
756,2024-11-27 13:04:35,Wednesday,1,13,8.0,1,Card
757,2024-11-28 11:48:37,Thursday,0,11,10.0,3,Card
758,2024-09-14 13:17:03,Saturday,0,13,4.0,1,Card
759,2024-03-03 11:34:43,Sunday,0,11,15.5,3,Cash
760,2024-02-03 08:56:29,Saturday,0,8,4.75,1,Card
761,2024-02-25 08:07:44,Sunday,0,8,3.0,1,Card
762,2024-01-12 11:43:34,Friday,1,11,8.0,2,Card
763,2024-02-02 08:51:14,Friday,1,8,7.5,2,Cash
764,2024-09-05 13:44:33,Thursday,1,13,7.5,2,Cash
765,2024-05-13 09:23:18,Monday,0,9,6.5,2,Card
766,2024-11-12 17:45:34,Tuesday,0,17,8.0,1,Cash
767,2024-12-07 15:10:15,Saturday,0,15,8.0,1,Card
768,2024-05-13 10:13:35,Monday,0,10,11.0,2,Card
769,2024-10-03 19:34:19,Thursday,1,19,9.0,1,Cash
770,2024-06-12 08:47:34,Wednesday,0,8,16.25,4,Mobile Pay
771,2024-12-07 10:36:46,Saturday,1,10,6.25,2,Mobile Pay
772,2024-12-13 12:19:01,Friday,0,12,8.5,1,Card
773,2024-06-16 09:41:12,Sunday,1,9,9.0,1,Card
774,2024-02-12 12:28:43,Monday,0,12,5.75,2,Card
775,2024-11-04 12:03:58,Monday,0,12,8.0,2,Card
776,2024-07-09 06:22:22,Tuesday,0,6,4.5,1,Card
777,2024-08-15 15:26:51,Thursday,1,15,3.25,1,Mobile Pay
778,2024-03-12 15:38:05,Tuesday,0,15,4.5,1,Mobile Pay
779,2024-06-20 07:37:48,Thursday,0,7,2.5,1,Cash
780,2024-07-31 10:29:45,Wednesday,1,10,19.75,4,Cash
781,2024-10-26 09:35:47,Saturday,0,9,2.5,1,Card
782,2024-06-02 18:53:40,Sunday,0,18,3.0,1,Mobile Pay
783,2024-04-01 11:44:41,Monday,0,11,3.0,1,Card
784,2024-11-02 15:37:30,Saturday,1,15,15.5,4,Card
785,2024-01-09 15:10:37,Tuesday,0,15,4.5,1,Mobile Pay
786,2024-07-01 10:17:23,Monday,1,10,21.5,4,Card
787,2024-04-03 15:38:48,Wednesday,1,15,4.5,1,Cash
788,2024-05-18 13:44:23,Saturday,0,13,3.5,1,Cash
789,2024-03-11 13:23:49,Monday,1,13,7.0,1,Card
790,2024-09-14 09:12:50,Saturday,0,9,17.5,3,Card
791,2024-12-25 14:07:26,Wednesday,0,14,2.5,1,Cash
792,2024-09-02 10:44:23,Monday,0,10,4.5,1,Mobile Pay
793,2024-06-24 08:19:01,Monday,0,8,6.0,2,Cash
794,2024-04-26 09:13:08,Friday,0,9,13.75,4,Card
795,2024-01-22 09:02:50,Monday,0,9,8.0,2,Mobile Pay
796,2024-02-03 09:00:48,Saturday,0,9,3.0,1,Cash
797,2024-04-12 10:22:01,Friday,1,10,22.0,3,Card
798,2024-11-09 09:36:04,Saturday,0,9,3.5,1,Card
799,2024-04-08 19:10:57,Monday,1,19,3.25,1,Mobile Pay
800,2024-12-28 12:44:37,Saturday,1,12,19.5,3,Card
801,2024-04-26 10:48:20,Friday,0,10,3.0,1,Card
802,2024-12-26 09:46:02,Thursday,0,9,2.75,1,Card
803,2024-11-03 14:43:53,Sunday,0,14,2.75,1,Card
804,2024-04-06 16:57:53,Saturday,0,16,15.5,3,Cash
805,2024-02-23 10:33:42,Friday,0,10,7.75,2,Cash
806,2024-03-27 07:12:21,Wednesday,0,7,8.5,1,Card
807,2024-08-05 14:17:48,Monday,0,14,8.0,2,Cash
808,2024-07-23 10:42:38,Tuesday,0,10,18.25,4,Card
809,2024-09-11 11:08:01,Wednesday,1,11,2.5,1,Cash
810,2024-07-14 12:20:09,Sunday,0,12,5.0,1,Cash
811,2024-09-23 14:50:29,Monday,0,14,3.0,1,Card
812,2024-10-04 10:55:34,Friday,0,10,11.5,2,Card
813,2024-07-15 11:54:24,Monday,0,11,2.5,1,Card
814,2024-06-04 16:10:31,Tuesday,0,16,4.5,1,Card
815,2024-10-18 13:42:35,Friday,0,13,7.25,2,Mobile Pay
816,2024-01-29 10:31:37,Monday,0,10,21.5,4,Card
817,2024-03-06 15:22:51,Wednesday,0,15,8.0,2,Card
